,carat,cut,color,clarity,depth,table,price
59,0.42,4,5,3,0.6206896551724138,56.0,6.931
60,0.74,4,5,2,0.6168384879725085,56.0,7.93
61,0.7,4,4,2,0.6187554776511831,57.0,7.71
63,1.21,4,4,0,0.6202346041055719,56.0,8.384
64,1.28,4,3,2,0.6219336219336219,56.0,8.936
68,0.3,4,1,6,0.6127167630057804,57.0,6.564
69,0.81,4,5,1,0.6208053691275167,55.0,8.039
70,0.32,4,5,3,0.6270022883295194,55.0,6.554
71,0.51,4,3,4,0.6236559139784946,57.0,7.432
72,0.76,4,6,4,0.6165670367207514,56.0,8.384
74,0.72,4,6,4,0.6144578313253011,56.0,8.195
75,1.03,4,6,1,0.6283941039565554,56.0,8.469
79,0.3,4,4,4,0.6129032258064516,55.0,6.594
82,0.56,4,6,2,0.6228571428571429,57.0,7.364
83,0.77,3,1,4,0.6263829787234043,55.0,7.834
84,0.51,3,1,3,0.6294117647058823,55.0,7.072
86,0.36,4,3,6,0.6284454244762955,57.0,6.959
87,1.26,4,5,5,0.6108726752503576,57.0,9.568
89,0.51,2,1,2,0.6345776031434185,55.0,6.974
93,0.31,4,3,6,0.6118721461187215,57.0,6.649
95,0.54,4,6,3,0.6183206106870229,56.0,7.621
96,0.38,4,1,3,0.6139037433155079,55.0,6.515
97,1.08,2,4,6,0.609811320754717,58.0,9.231
98,1.28,4,2,6,0.6165951359084405,55.0,9.078
99,1.08,4,3,2,0.6184310738766184,56.0,8.585
105,0.79,3,0,2,0.5914332784184514,57.0,7.696
107,1.12,3,3,7,0.6087602078693393,57.0,9.119
108,0.31,4,4,5,0.6115515288788222,56.0,6.574
109,0.31,4,3,4,0.6102857142857143,56.0,6.465
113,0.33,4,3,4,0.6136618141097425,56.0,6.55
115,0.5,1,4,3,0.6329365079365079,57.0,7.27
117,0.56,4,4,1,0.6133584195672624,57.0,7.154
118,0.41,4,6,3,0.5973223480947476,57.0,7.071
120,0.54,4,5,4,0.6257197696737044,55.0,7.508
121,0.3,4,4,3,0.611111111111111,56.0,6.654
123,0.61,4,1,1,0.6100456621004566,57.0,7.245
127,0.34,4,5,1,0.6126526082130965,55.0,6.118
129,1.58,4,5,2,0.6099667774086378,57.0,9.515
131,0.32,4,6,3,0.6103603603603605,56.0,6.631
133,1.27,4,5,4,0.6178160919540229,57.0,9.379
135,0.5,4,4,1,0.608357628765792,57.0,7.093
137,0.62,3,3,3,0.6216955332725617,55.0,7.508
139,0.52,4,3,4,0.6162679425837322,54.0,7.451
141,1.28,4,3,1,0.6136200716845879,57.0,8.681
142,0.5,4,2,3,0.6165853658536585,55.0,7.394
144,1.01,2,4,3,0.6265624999999999,56.0,8.726
145,0.31,4,3,3,0.6199770378874856,57.0,6.299
146,0.31,4,4,7,0.600907029478458,57.0,7.052
147,0.58,4,4,6,0.6162464985994397,57.0,7.911
149,0.9,4,3,4,0.6207455429497569,56.0,8.62
155,0.71,4,6,3,0.6039689387402933,57.0,8.05
156,1.56,4,0,3,0.6235690235690236,57.0,8.963
157,0.71,2,3,3,0.6313932980599647,54.0,7.853
158,0.52,2,3,6,0.6109510086455332,58.0,7.656
160,1.11,4,1,2,0.6185101580135441,57.0,8.457
161,1.27,3,1,2,0.6226415094339623,56.0,8.646
162,0.24,2,6,2,0.6306532663316582,55.0,6.163
165,0.7,3,6,1,0.6180860403863038,55.0,7.706
167,0.34,4,2,6,0.6108048511576626,56.0,6.621
168,1.11,4,5,1,0.6119402985074627,55.0,8.586
170,0.81,2,2,4,0.6355140186915889,57.0,8.04
171,0.81,4,3,5,0.6178184845961698,55.1,8.325
174,1.55,4,1,3,0.6260162601626017,56.0,9.131
175,0.32,4,5,5,0.6133032694475761,54.0,6.658
176,0.55,4,5,3,0.6197718631178707,55.0,7.447
185,0.34,1,2,3,0.6316964285714285,55.0,6.286
187,0.31,1,5,2,0.6342592592592593,57.0,6.299
188,1.12,4,5,2,0.6157303370786517,55.0,8.773
190,0.33,4,3,4,0.6213151927437642,56.0,6.501
191,0.55,3,3,2,0.6209523809523809,56.0,7.186
197,0.54,4,3,5,0.6205571565802114,56.0,7.593
198,0.3,4,5,7,0.6173410404624279,55.0,6.849
202,0.43,4,2,6,0.6153846153846154,56.0,7.169
203,0.9,2,4,2,0.6113328012769353,56.0,8.267
204,0.3,0,5,5,0.6658653846153846,54.0,6.373
207,0.56,3,5,3,0.6106442577030812,57.0,7.53
208,0.33,4,6,2,0.6237288135593219,54.0,6.41
209,0.5,2,6,4,0.6314741035856574,57.0,7.447
211,0.7,2,1,2,0.6217891939769707,55.0,7.672
212,0.38,4,4,4,0.6244635193133047,54.0,6.906
213,0.43,4,6,2,0.6150670794633643,56.0,6.97
214,0.42,4,6,5,0.6208333333333333,55.0,7.19
215,0.31,4,5,3,0.6183908045977012,56.0,6.771
218,0.3,4,6,2,0.6218097447795823,55.0,6.314
220,0.43,3,4,3,0.6096807415036045,57.0,6.875
222,0.27,2,3,6,0.6280193236714975,55.0,6.339
223,0.78,2,6,3,0.6224489795918368,56.0,8.207
224,0.53,1,5,4,0.631782945736434,56.0,7.482
227,0.59,4,3,2,0.6347417840375587,56.0,7.227
228,1.08,2,5,1,0.6348962336664103,56.0,8.223
229,1.21,4,2,3,0.6282335550628233,55.0,8.68
231,0.41,4,6,1,0.6259220231822973,57.0,6.735
232,0.32,4,6,2,0.6271379703534778,54.0,6.628
233,0.58,3,5,2,0.5847846012832264,55.0,7.249
238,0.25,4,5,3,0.6188118811881189,57.0,6.282
241,0.32,4,3,3,0.6141552511415526,56.0,6.579
242,0.51,4,5,4,0.6269531250000001,56.0,7.472
243,1.51,4,2,3,0.6224350205198358,57.0,9.354
245,1.02,4,1,2,0.6201550387596899,56.0,8.463
247,0.37,4,4,6,0.6152173913043479,56.0,6.836
248,0.43,4,3,4,0.6185567010309279,55.0,6.849
249,0.3,4,3,5,0.6180555555555555,57.0,6.745
252,0.71,2,5,4,0.6214788732394366,57.0,8.009
253,1.25,4,2,1,0.6150506512301013,54.0,8.497
254,0.38,4,2,1,0.6119402985074628,54.0,6.234
256,0.35,4,4,3,0.6142076502732241,55.0,6.56
258,0.41,4,4,3,0.618448637316562,57.0,6.76
259,0.31,4,3,6,0.6199770378874856,55.0,6.671
260,0.32,3,4,7,0.5881032547699214,58.0,6.985
262,1.54,1,2,4,0.6309362279511533,57.0,9.284
264,2.01,4,3,1,0.6091743119266055,55.0,9.776
267,0.52,4,2,6,0.6121270452358036,57.0,7.501
270,0.6,4,3,5,0.6200551977920883,57.0,7.761
271,0.26,4,5,4,0.6180048661800488,55.0,6.114
272,0.42,4,1,4,0.6198347107438017,55.0,6.65
273,0.8,2,0,2,0.6157718120805368,56.0,7.707
274,2.01,0,0,4,0.6658163265306122,54.0,9.575
277,1.24,4,0,1,0.6014285714285714,57.0,8.473
278,0.58,4,3,1,0.6148148148148147,55.0,7.151
279,0.74,4,3,2,0.61340206185567,57.0,8.049
280,0.36,4,2,3,0.6138828633405641,57.0,6.375
281,0.3,2,4,3,0.6287703016241298,57.0,6.405
285,0.41,4,3,3,0.6272439281942979,56.0,6.967
287,0.31,4,3,6,0.6085972850678733,56.0,6.649
289,2.01,4,0,2,0.6234413965087282,57.0,9.442
291,1.52,0,2,2,0.645876645876646,55.0,8.914
296,0.55,4,0,2,0.6091081593927894,57.0,7.003
297,0.38,4,3,5,0.6223175965665235,53.6,6.834
298,1.51,1,3,3,0.6422145328719723,54.0,9.362
299,1.21,4,1,4,0.6054913294797688,58.0,8.747
304,0.53,4,3,4,0.6149425287356322,57.0,7.491
307,0.6,4,5,3,0.6115702479338843,56.0,7.691
309,0.61,4,3,4,0.6206261510128914,56.0,7.681
310,0.46,4,0,6,0.625254582484725,56.0,6.926
312,1.07,4,1,2,0.6155015197568389,57.0,8.657
314,0.41,4,3,1,0.6097814776274715,57.0,6.729
316,0.42,4,1,6,0.6248693834900731,57.0,6.784
317,0.92,4,1,2,0.6182108626198084,57.0,8.109
320,0.54,4,4,3,0.6277511961722488,57.0,7.391
321,0.55,2,5,5,0.6033519553072626,56.0,7.783
322,0.4,4,5,6,0.6240681576144835,57.0,7.242
323,0.78,2,2,1,0.6313993174061434,56.0,7.761
324,0.9,2,4,1,0.6260162601626016,56.0,8.122
325,0.52,2,6,3,0.6346718903036239,57.0,7.511
331,1.08,4,3,3,0.6181818181818183,55.0,8.844
333,0.38,4,4,1,0.6065747613997879,56.0,6.718
334,0.9,1,4,3,0.6382978723404256,55.0,8.368
335,0.36,2,2,3,0.6099137931034482,55.0,6.368
336,0.91,4,4,1,0.6199677938808373,56.0,8.443
338,0.9,3,4,1,0.6114649681528663,54.0,8.148
339,0.5,4,5,3,0.6042471042471043,56.0,7.545
340,1.51,4,3,5,0.6229508196721311,55.0,9.599
341,0.32,4,2,3,0.6117381489841986,55.0,6.26
342,0.51,2,1,3,0.632936507936508,56.0,7.039
343,0.41,4,3,3,0.6267087276550999,56.0,6.967
344,0.9,2,5,1,0.6415094339622641,54.0,8.146
345,2.01,4,1,1,0.6209876543209877,55.0,9.421
346,0.32,4,2,6,0.6194285714285714,55.0,6.842
347,2.0,1,3,3,0.640960809102402,55.0,9.792
348,0.91,3,6,2,0.628152969894223,57.0,8.349
349,0.71,3,4,6,0.5813559322033898,58.0,8.116
350,1.53,4,4,2,0.6249149081007488,57.0,9.352
353,1.2,2,1,2,0.6291635825314581,57.0,8.559
354,0.7,4,5,2,0.6164623467600701,56.0,8.111
355,0.39,2,3,6,0.6274089935760172,58.0,6.75
356,0.33,4,2,7,0.6185101580135441,55.0,6.766
357,0.53,4,5,5,0.6218809980806141,54.0,7.729
361,0.55,4,3,5,0.6039142590866728,56.0,7.575
362,0.3,4,3,7,0.6234067207415991,55.0,6.76
363,0.31,4,3,6,0.6123853211009175,56.0,6.953
364,0.77,1,5,3,0.634020618556701,57.0,8.099
369,0.8,4,4,3,0.6213266162888329,56.0,8.305
371,0.27,2,2,5,0.6256038647342994,55.0,6.223
374,0.9,0,1,5,0.6695059625212947,56.0,8.031
375,0.52,4,2,4,0.620889748549323,56.0,7.377
376,0.75,2,5,3,0.6037099494097808,56.0,8.247
378,0.4,2,6,2,0.6305732484076433,57.0,6.829
379,1.56,4,1,5,0.6212018906144497,56.0,9.257
380,0.29,2,4,6,0.6233766233766235,58.0,6.498
381,0.9,2,6,4,0.6303818034118603,56.0,8.658
382,1.03,4,4,4,0.5899172310007524,55.0,8.956
383,1.07,2,6,2,0.602102102102102,55.0,8.7
385,0.59,4,3,3,0.6261682242990655,54.0,7.417
386,0.9,4,6,1,0.626938775510204,57.0,8.292
387,0.43,2,2,6,0.601823708206687,55.0,7.107
390,1.33,4,3,4,0.6201550387596899,55.0,9.263
391,0.31,4,6,2,0.6201372997711672,56.0,6.528
392,0.41,4,5,5,0.6232948583420777,56.0,7.125
398,0.35,4,6,3,0.609271523178808,57.0,6.72
401,0.71,1,1,5,0.6366047745358091,56.0,7.733
403,1.12,4,4,5,0.6142322097378276,57.0,9.173
404,1.74,4,0,4,0.6112531969309463,56.0,9.323
405,0.73,3,5,3,0.6196213425129088,57.0,7.956
406,0.71,4,4,1,0.6135181975736569,55.0,7.834
407,0.4,4,5,3,0.6113445378151261,56.0,6.816
409,0.38,3,4,6,0.592050209205021,58.0,7.136
410,1.33,1,1,4,0.6368876080691643,56.0,8.848
411,0.4,4,3,6,0.6176470588235294,53.0,6.965
412,0.7,2,1,6,0.6289752650176679,58.0,7.829
413,0.37,4,3,7,0.6047008547008548,56.0,6.831
418,0.31,1,4,5,0.6357308584686775,55.0,6.492
420,0.34,4,1,2,0.6241610738255032,56.0,6.129
421,1.1,4,3,5,0.6047548291233283,56.0,9.129
424,0.27,2,6,4,0.6319612590799031,55.0,6.153
429,0.58,4,4,4,0.6120930232558139,57.0,7.59
431,0.72,2,1,1,0.6338893766461808,56.0,7.553
432,0.32,4,0,3,0.6224256292906178,57.0,5.974
434,1.31,4,3,4,0.6186440677966102,56.0,9.22
435,0.53,4,2,2,0.626204238921002,56.0,6.982
438,0.53,4,5,1,0.6081982840800763,57.0,7.114
439,0.5,4,2,3,0.6061776061776062,56.0,7.277
441,0.52,3,4,0,0.6297376093294461,56.0,6.768
442,0.3,2,1,2,0.6254375729288215,57.0,5.945
443,0.41,1,2,3,0.6410256410256411,57.0,6.592
446,0.52,4,0,2,0.622568093385214,56.0,7.241
447,0.9,1,4,2,0.6356968215158925,55.0,8.458
448,1.0,0,3,0,0.6499189627228524,56.0,7.782
449,1.09,4,0,3,0.6203773584905661,54.0,8.38
454,0.4,4,0,2,0.6174920969441519,56.0,6.417
458,0.7,4,3,3,0.6159230096237971,56.0,8.146
461,1.73,4,1,3,0.6099290780141845,56.0,9.508
462,0.28,4,3,4,0.6210153482880756,55.0,6.194
464,0.93,4,5,2,0.6204146730462521,56.0,8.338
465,0.5,2,4,3,0.6304347826086957,57.0,7.148
466,1.19,4,0,1,0.6168498168498169,56.0,8.414
467,0.24,4,3,7,0.6127023661270236,57.0,6.326
468,0.75,3,5,1,0.6188034188034188,57.0,7.948
470,0.37,4,2,2,0.5970149253731344,56.0,6.279
471,0.7,4,3,2,0.6237885462555065,56.0,7.815
472,1.51,4,3,4,0.6159075458871516,56.0,9.594
473,0.52,4,3,5,0.6270691333982474,55.0,7.553
474,0.43,4,3,5,0.6092307692307692,57.0,6.962
475,0.3,4,5,5,0.6091954022988506,57.0,6.73
480,0.5,4,5,3,0.6225296442687747,57.0,7.352
481,0.7,4,3,4,0.6141732283464567,57.0,8.018
483,0.27,4,1,5,0.6109785202863963,56.0,6.375
484,0.3,4,2,5,0.6271777003484321,53.0,6.38
486,0.71,2,5,2,0.6001719690455719,56.0,8.046
488,1.21,4,2,4,0.6238130021913805,53.0,8.963
490,0.34,4,5,5,0.623059866962306,55.0,6.717
491,1.35,4,6,3,0.6132208157524615,57.0,9.269
492,0.5,2,3,2,0.6064139941690962,56.0,7.092
494,0.7,4,5,2,0.6105810928013876,56.0,8.111
495,0.39,4,4,2,0.6251342642320087,55.0,6.576
497,0.4,2,4,4,0.6248671625929861,57.0,6.89
499,1.05,2,4,3,0.6279969064191802,57.0,8.826
500,1.46,4,2,2,0.6243093922651933,55.0,9.089
501,0.91,4,0,4,0.6068855084067254,57.0,8.092
504,0.32,4,5,6,0.6218678815489749,55.0,6.718
506,0.9,2,6,2,0.6162510056315367,54.0,8.264
509,0.72,4,3,4,0.6256499133448874,53.0,7.918
511,0.34,4,2,4,0.6226203807390818,55.0,6.64
516,0.32,2,2,6,0.6106696935300795,57.0,6.51
517,1.2,1,2,3,0.6256486286137879,56.0,8.775
518,0.72,4,4,4,0.6196692776327241,56.0,7.965
522,0.59,4,5,5,0.6202414113277623,55.0,7.88
523,0.31,4,5,5,0.6168009205983889,56.0,6.704
524,0.77,4,0,2,0.6152542372881356,55.0,7.672
527,1.18,4,3,6,0.6108663729809104,57.0,9.115
529,1.01,3,4,3,0.6141975308641975,57.0,8.843
530,0.3,4,4,3,0.6234067207415991,57.0,6.654
531,0.72,2,5,2,0.6206293706293705,57.0,7.855
532,0.33,4,4,6,0.6209223847019122,56.0,6.968
533,0.3,4,2,3,0.624277456647399,54.0,6.196
535,1.21,4,6,5,0.6132556445739257,57.0,9.423
540,0.71,4,2,5,0.6152512998266898,54.0,7.861
541,0.59,4,6,1,0.6023875114784205,57.0,7.36
542,0.7,4,3,3,0.5996563573883161,57.0,7.876
546,1.69,4,1,3,0.6047711154094133,56.0,9.521
548,0.32,4,5,7,0.6257110352673493,55.0,7.065
549,1.39,4,3,5,0.6115702479338844,54.0,9.43
552,0.73,4,4,1,0.6273830155979203,57.0,7.73
553,0.53,4,5,3,0.6272991287512101,54.0,7.503
554,0.57,4,1,4,0.6161048689138577,56.0,7.212
556,0.54,3,4,3,0.6238003838771592,55.0,7.503
558,0.52,4,3,5,0.6174757281553398,56.0,7.607
559,0.23,4,3,6,0.6144121365360303,57.0,6.284
560,1.2,4,4,3,0.6192223037417461,53.0,9.068
561,1.0,2,5,4,0.6124031007751939,57.0,8.854
563,0.4,4,3,6,0.6139240506329114,55.0,7.024
565,1.01,2,2,6,0.6062931696085955,56.0,8.815
566,0.3,4,3,5,0.6148491879350347,55.0,6.778
567,0.46,4,6,3,0.6243705941591138,56.0,7.123
571,1.12,4,6,4,0.6105733432613552,57.0,9.179
572,1.27,4,3,6,0.6173725771715721,56.0,9.288
574,0.4,4,4,5,0.617336152219873,56.0,6.992
576,1.23,4,2,3,0.5897435897435898,57.0,8.765
579,1.09,4,2,1,0.6200607902735562,57.0,8.358
580,0.31,4,6,2,0.6222732491389207,55.0,6.596
581,0.9,2,0,3,0.635024549918167,56.0,8.054
585,0.32,4,3,1,0.6160815402038505,56.0,6.129
588,1.01,2,2,6,0.6111975116640747,58.0,8.821
590,1.56,4,2,1,0.6227951153324288,55.0,8.812
591,0.62,4,3,5,0.6262626262626263,57.0,7.827
595,0.7,4,5,4,0.6221441124780317,54.0,8.115
600,0.41,2,1,6,0.6305732484076434,58.0,6.742
601,1.14,4,2,3,0.6174496644295302,57.0,8.689
603,0.37,1,2,2,0.6395604395604395,55.0,6.269
608,1.06,4,3,2,0.6046863189720333,57.0,8.593
610,1.01,4,2,3,0.6160990712074303,56.0,8.689
611,0.25,2,5,5,0.6170731707317073,57.0,6.306
612,1.18,4,3,4,0.6114369501466276,56.0,9.038
614,0.3,4,3,6,0.6228373702422145,54.0,6.639
616,0.55,4,5,6,0.6290630975143403,57.0,7.867
618,1.6,4,2,2,0.6268456375838927,56.0,9.164
620,0.34,4,6,0,0.6249999999999999,57.0,6.273
621,1.54,4,3,1,0.6168350168350167,56.0,9.162
623,0.52,4,3,2,0.6121270452358036,55.0,7.253
624,0.31,4,5,3,0.5961754780652417,57.0,6.544
625,0.72,4,6,2,0.6147186147186147,56.5,8.027
626,0.32,3,3,3,0.599109131403118,57.0,6.579
631,0.52,2,0,6,0.6158301158301158,55.5,7.217
632,1.18,4,1,2,0.6151582045621781,56.0,8.59
633,0.32,4,3,4,0.6126126126126127,55.0,6.561
635,0.52,4,6,5,0.613614573346117,56.0,7.742
636,0.31,4,2,5,0.6238532110091745,56.0,6.687
637,0.71,4,4,4,0.6137750653879687,56.0,8.219
639,0.33,4,0,4,0.6214689265536723,55.0,6.323
643,0.34,4,1,2,0.6231721034870641,55.0,6.378
644,0.31,3,3,5,0.6175115207373273,58.0,6.81
645,0.5,3,5,4,0.6223984142715561,58.0,7.424
647,0.41,4,5,5,0.6153846153846153,55.0,7.079
649,0.58,4,3,2,0.6135310472659871,55.0,7.193
650,0.27,3,5,6,0.6062052505966588,58.0,6.683
651,0.61,2,4,1,0.6278855032317636,56.6,7.27
652,0.51,4,4,6,0.609450337512054,57.0,7.7
653,0.38,4,0,3,0.6209850107066381,54.0,6.277
655,0.51,4,6,5,0.6129970902036859,57.0,7.908
656,0.43,4,6,2,0.6251298026998962,55.0,6.901
657,0.9,2,3,1,0.6314076484947112,55.0,8.147
658,0.75,3,5,3,0.621043627031651,57.0,8.014
659,0.8,2,3,2,0.6289095519864751,56.0,8.029
662,0.52,4,2,6,0.6168582375478927,53.0,7.546
663,0.3,4,4,7,0.6071019473081328,56.0,7.031
664,0.72,2,2,4,0.6208695652173912,54.0,7.965
665,0.53,4,5,2,0.614354066985646,56.0,7.255
667,0.45,4,4,2,0.6080808080808081,56.0,6.835
669,0.81,2,2,2,0.5910204081632653,57.0,7.849
670,1.33,2,4,2,0.6334776334776334,56.0,9.007
671,0.31,4,3,3,0.6139747995418099,57.0,6.353
672,0.62,4,6,2,0.6163636363636363,55.0,7.567
674,0.32,4,3,4,0.6159014557670773,55.0,6.5
675,1.01,4,4,2,0.617169373549884,56.0,8.688
676,0.53,1,5,2,0.640701071080818,54.0,7.194
677,0.57,4,6,3,0.6182846371347785,57.0,7.578
678,1.58,4,1,2,0.6224010731052985,55.0,9.155
682,2.0,4,1,1,0.5978128797083839,55.0,9.329
684,0.72,4,5,3,0.6200873362445415,57.0,7.953
685,1.5,2,5,1,0.6326671261199172,57.0,8.953
687,0.31,4,5,6,0.612756264236902,56.0,6.763
688,0.31,3,3,6,0.6136101499423299,58.0,6.704
689,1.2,4,0,4,0.6175386882829772,55.0,8.525
693,1.03,4,3,1,0.6205287713841369,57.0,8.405
694,0.32,4,5,4,0.6169491525423728,56.0,6.613
695,0.4,4,1,5,0.6161934805467929,56.0,6.646
696,0.3,2,2,2,0.6006825938566553,55.0,6.068
697,0.3,0,6,1,0.6463700234192038,54.0,6.284
699,0.41,1,2,2,0.6328042328042329,56.0,6.526
700,0.53,3,5,3,0.6159769008662175,57.0,7.503
702,0.35,4,4,5,0.6211453744493393,56.0,6.613
704,0.32,4,4,3,0.6264236902050113,57.0,6.561
705,0.44,2,3,5,0.6089613034623218,57.0,6.986
706,0.7,4,3,3,0.6209964412811388,55.0,7.771
707,0.75,4,5,2,0.6170940170940171,56.0,7.994
708,0.52,2,6,2,0.631578947368421,57.0,7.277
709,0.24,2,6,6,0.6192259675405742,54.0,6.198
713,0.71,1,5,1,0.6217891939769707,56.0,7.779
714,0.56,3,5,3,0.6206244087038788,57.0,7.557
716,0.71,4,4,4,0.6095238095238095,56.0,8.219
718,1.11,4,6,5,0.6228269085411943,56.0,9.425
720,0.35,4,4,5,0.6157253599114063,58.0,6.678
724,2.01,0,5,1,0.6551503518873961,56.0,9.32
726,0.52,4,5,3,0.6112702960840498,55.0,7.504
727,0.32,3,2,5,0.6162528216704289,55.0,6.719
729,0.32,4,3,5,0.6160815402038505,55.0,6.562
730,0.6,2,4,3,0.6075022872827082,56.0,7.728
731,1.25,3,3,3,0.6118326118326118,57.0,8.981
734,0.3,4,5,3,0.6264501160092807,56.0,6.489
736,0.76,4,5,2,0.6064189189189189,57.0,7.993
737,0.42,4,4,4,0.6139438085327784,57.0,7.006
738,0.57,3,5,1,0.6072423398328691,57.0,7.185
740,0.41,4,3,4,0.6173096976016684,57.0,6.801
741,1.01,2,3,2,0.5992337164750958,56.0,8.474
743,0.53,1,1,4,0.6427184466019417,55.0,7.182
745,1.11,3,1,3,0.6303854875283447,53.0,8.465
747,0.7,4,4,6,0.6102877070619007,57.0,8.189
748,1.32,4,1,6,0.6101694915254238,56.0,9.048
751,0.31,2,2,7,0.6134549600912201,55.0,6.657
752,1.0,4,5,3,0.6203125,55.0,8.707
754,0.73,4,5,3,0.6157849089332176,57.0,8.152
756,0.32,4,4,6,0.6138165345413363,56.0,6.816
757,0.26,2,4,6,0.6079613992762365,58.0,6.521
760,0.51,4,4,5,0.6171875,56.0,7.695
764,1.23,4,3,2,0.6137184115523465,56.0,8.781
765,1.75,4,2,0,0.6155827430779137,55.0,8.91
768,0.58,4,3,4,0.6259398496240601,54.0,7.541
770,0.51,4,6,3,0.6185365853658537,56.0,7.488
774,0.32,4,2,5,0.6181818181818182,55.0,6.469
775,0.35,4,5,4,0.6162280701754386,55.1,6.648
776,0.35,2,4,6,0.6219780219780219,56.0,6.812
781,0.96,4,3,1,0.6211278792692614,57.0,8.261
782,1.13,4,3,4,0.6145833333333333,56.0,8.994
785,1.21,4,1,2,0.6239882266372333,55.0,8.56
786,1.04,3,5,1,0.6244204018547141,57.0,8.495
787,0.3,4,1,4,0.6141367323290846,56.0,6.196
791,0.53,2,4,5,0.5973534971644614,56.0,7.539
792,1.02,4,6,7,0.6295133437990581,57.0,9.653
793,0.32,4,3,7,0.6190476190476191,55.0,6.822
795,1.17,4,2,2,0.611764705882353,57.0,8.759
798,0.28,4,6,3,0.6120996441281139,57.0,6.188
800,0.42,2,3,2,0.6173096976016684,55.0,6.82
801,0.35,4,6,6,0.607843137254902,55.0,7.193
803,0.32,4,3,4,0.6190476190476191,55.0,6.4
810,0.33,4,3,6,0.6230248306997742,56.0,6.709
811,1.0,1,6,2,0.6421725239616612,56.0,8.638
812,0.32,4,2,4,0.6024636058230683,56.0,6.33
813,0.3,4,1,6,0.6241299303944314,56.0,6.314
814,0.31,4,1,4,0.6134549600912201,55.6,6.24
817,0.38,4,1,2,0.6232356134636264,56.0,6.365
818,1.02,1,0,1,0.6338028169014084,56.0,8.17
819,0.33,4,1,7,0.6214689265536723,55.0,6.792
821,1.0,4,0,4,0.6229508196721313,56.0,8.329
823,0.38,4,4,7,0.621505376344086,55.0,7.242
824,0.7,4,1,4,0.6180860403863038,55.0,7.812
829,0.47,4,5,5,0.6152304609218436,56.0,7.656
830,1.0,4,1,3,0.6264682850430697,55.0,8.414
831,1.51,2,4,2,0.6314344543582704,57.0,9.15
832,0.33,4,5,2,0.5964523281596452,57.0,6.217
833,0.5,1,5,2,0.6400797607178463,57.0,6.994
834,0.38,4,2,7,0.5894736842105263,58.0,6.97
835,0.3,4,4,4,0.6229508196721313,56.0,6.402
836,1.66,1,0,3,0.6444296197464977,54.0,9.047
837,0.4,4,1,2,0.6230200633579727,55.0,6.436
841,0.46,4,4,1,0.6203423967774421,54.7,6.746
842,0.39,4,3,7,0.5993690851735016,57.0,7.393
843,0.32,2,2,3,0.6298850574712644,57.0,6.225
844,0.42,4,6,3,0.6270833333333333,55.0,6.844
845,0.55,2,4,2,0.6309751434034416,56.0,7.221
846,0.32,4,6,3,0.6238532110091745,57.0,6.631
847,0.43,1,5,1,0.6355140186915889,55.0,6.506
848,0.34,4,3,6,0.6212290502793296,55.0,6.797
850,0.8,4,2,3,0.606110652353427,56.0,8.056
851,1.29,2,3,1,0.6316546762589927,54.0,8.305
852,0.26,2,3,3,0.6236297198538368,57.0,5.984
853,1.07,4,5,1,0.6141015921152387,57.0,8.593
