,carat,cut,color,clarity,depth,table,price
180,0.3,2,5,3,0.6146682188591386,58.0,6.461
181,0.33,3,3,3,0.6004464285714285,58.0,6.611
182,0.72,3,5,1,0.6175195143104943,58.0,7.662
183,0.7,3,3,4,0.5927209705372617,62.0,7.822
184,1.04,2,6,4,0.6231546231546231,59.0,9.011
186,1.02,3,2,2,0.620203602192639,60.0,8.476
189,1.0,2,2,2,0.6187845303867403,58.0,8.508
192,1.2,3,2,4,0.6134699853587117,58.0,8.799
193,1.51,3,3,2,0.615595075239398,59.0,9.282
194,0.54,2,5,3,0.6120114394661582,58.0,7.442
195,0.32,3,1,4,0.6132723112128148,58.0,6.474
196,0.33,3,3,4,0.6143497757847535,59.0,6.75
199,0.31,3,0,2,0.6086956521739131,60.0,6.142
200,0.41,1,4,4,0.5799180327868851,61.0,6.792
201,0.72,4,2,2,0.6219512195121951,58.0,7.807
205,1.01,3,3,3,0.623924941360438,58.0,8.717
206,1.5,3,3,1,0.6210670314637482,60.0,8.868
210,1.2,3,3,4,0.6294642857142857,59.0,8.695
216,1.04,2,4,1,0.6228748068006182,58.0,8.338
217,1.26,4,5,2,0.6152737752161384,59.0,9.056
219,1.56,3,5,3,0.614765100671141,58.0,9.406
221,0.5,1,4,2,0.5955383123181377,61.0,7.102
225,1.06,4,3,1,0.620583717357911,58.0,8.515
226,0.4,2,4,4,0.630901287553648,59.0,6.844
230,0.4,3,6,2,0.6165254237288135,58.0,6.898
234,1.1,2,0,1,0.6182917611489039,58.0,8.362
235,0.71,1,4,4,0.5804794520547946,61.0,7.847
236,0.33,2,4,4,0.5911111111111111,60.0,6.649
237,0.25,3,5,4,0.6153846153846155,60.0,6.075
239,1.0,3,6,2,0.6251968503937009,59.0,8.679
240,0.7,2,4,4,0.6278659611992945,59.0,8.024
244,2.03,2,3,2,0.6127239036442249,59.0,9.812
246,1.04,2,3,2,0.6180981595092025,59.0,8.531
250,0.5,1,0,2,0.5963213939980639,60.0,6.866
251,1.56,3,3,1,0.6171352074966533,59.0,9.089
255,0.94,3,4,1,0.6224000000000001,59.0,8.35
257,0.3,2,2,2,0.5868814729574222,63.0,6.223
261,0.36,3,2,3,0.6086956521739131,59.0,6.592
263,0.41,3,5,1,0.6210526315789474,58.0,6.526
265,0.66,2,2,4,0.6151079136690647,58.1,7.59
266,1.02,0,1,1,0.6548672566371682,57.0,8.243
268,1.01,1,3,5,0.6241134751773049,59.0,8.9
269,1.59,3,2,2,0.6096752816434725,58.0,9.086
275,1.76,2,0,1,0.6094750320102432,60.0,9.111
276,1.63,1,4,2,0.5767741935483871,60.0,9.297
282,0.71,2,5,2,0.6313932980599647,58.0,7.828
283,1.34,3,3,3,0.6066619418851878,59.0,9.137
284,1.01,3,5,1,0.6157443491816056,58.0,8.448
286,0.9,2,6,2,0.6276422764227642,59.0,8.404
288,0.37,3,4,1,0.6021505376344085,60.0,6.436
290,0.71,3,6,3,0.6124234470691163,59.0,7.946
292,2.22,3,4,1,0.591764705882353,59.0,9.514
293,0.47,2,4,2,0.6112224448897795,61.0,6.929
294,1.0,0,5,2,0.6634225466342255,62.0,8.328
295,2.25,3,1,1,0.6189624329159213,59.0,9.316
300,1.0,1,5,6,0.639488409272582,59.0,9.031
301,0.33,3,5,2,0.604494382022472,59.0,6.611
302,1.39,3,3,2,0.6129256428075052,59.0,8.968
303,1.5,2,2,1,0.6198347107438017,63.0,8.894
305,0.3,3,5,2,0.6225319396051104,58.0,6.515
306,0.3,3,1,5,0.6096997690531178,60.0,6.265
308,0.5,3,2,1,0.6104023552502453,58.0,6.865
311,2.01,1,2,2,0.6221945137157108,58.0,9.725
313,1.01,2,2,1,0.6341463414634146,57.0,8.186
315,0.45,3,5,4,0.6077235772357724,60.0,7.156
318,1.01,1,5,3,0.6387351778656127,59.0,8.849
319,0.23,2,6,5,0.6037735849056604,59.0,6.273
326,0.7,1,4,5,0.6305506216696269,58.0,7.909
327,0.9,1,2,4,0.6345053147996729,59.0,8.368
328,0.9,1,2,2,0.6206896551724138,61.0,8.145
329,1.51,1,2,2,0.6218256691832533,61.0,9.089
330,1.0,1,4,2,0.6359300476947537,58.0,8.505
332,1.72,1,4,2,0.6319947333772218,61.0,9.51
337,0.37,3,3,2,0.6207650273224044,60.0,6.562
351,1.19,3,2,2,0.6083150984682713,59.0,8.648
352,0.62,0,4,2,0.5506493506493506,66.0,7.403
358,0.34,3,5,3,0.6095661846496108,59.0,6.613
359,1.02,3,4,5,0.6092307692307692,59.0,9.08
360,0.5,0,4,0,0.6700715015321758,57.0,6.441
365,0.55,1,4,2,0.6422372227579556,57.9,7.244
366,0.9,1,6,3,0.6583333333333333,58.0,8.451
367,0.3,3,1,4,0.5879682179341658,61.0,6.41
368,1.26,3,0,2,0.6178390137781001,58.0,8.533
370,0.73,3,5,2,0.6265270506108201,58.0,7.902
372,0.5,2,6,2,0.6190009794319294,61.0,7.27
373,1.0,2,3,1,0.6305732484076433,63.0,8.22
377,0.71,2,5,1,0.6194225721784777,63.0,7.773
384,0.28,2,5,6,0.5955967555040557,59.0,6.465
388,2.0,2,2,2,0.632895559724828,59.0,9.785
389,1.01,3,2,2,0.628930817610063,58.0,8.078
393,1.51,3,1,4,0.6296296296296297,59.0,9.16
394,0.3,3,1,4,0.6169965075669382,58.0,6.41
395,0.4,1,0,4,0.6335135135135136,58.0,6.447
396,1.04,0,3,4,0.6493301812450748,58.0,8.636
397,2.33,3,0,2,0.5994236311239193,59.0,9.596
399,1.26,3,1,1,0.6010064701653486,59.0,8.547
400,0.4,3,6,3,0.6174920969441517,59.0,6.957
402,0.71,3,5,6,0.6273127753303964,60.0,8.237
408,0.41,2,2,2,0.6,61.0,6.526
414,0.59,3,4,2,0.6224299065420561,60.0,7.661
415,0.54,3,4,2,0.6233269598470362,58.0,7.434
416,0.7,2,3,3,0.6308370044052862,58.0,7.742
417,0.91,2,2,2,0.5916601101494885,60.0,8.294
419,0.33,2,3,6,0.6138165345413363,60.0,6.766
422,0.5,2,3,2,0.6003937007874015,63.0,7.088
423,0.31,3,3,3,0.5990888382687926,59.0,6.299
425,0.31,3,1,2,0.6231386025200458,58.0,6.286
426,0.5,1,4,3,0.6277665995975854,61.0,7.277
427,1.26,3,3,1,0.5912305516265912,59.0,8.683
428,1.41,1,2,3,0.6384180790960451,60.0,9.133
430,0.53,3,6,2,0.6142034548944337,58.0,7.356
433,0.3,2,2,3,0.6258823529411766,58.0,6.159
436,0.34,3,3,2,0.5973451327433629,59.0,6.477
437,1.0,2,5,2,0.6012364760432766,60.0,8.677
440,1.43,3,6,3,0.6263888888888889,59.0,9.538
444,0.7,1,6,3,0.5802575107296137,62.0,7.919
445,0.93,3,4,1,0.5945098039215686,60.0,8.194
450,0.5,2,6,3,0.5906040268456376,59.0,7.44
451,0.36,3,6,3,0.6177437020810516,58.0,6.748
452,0.56,3,6,1,0.6043030869971936,58.0,7.236
453,0.43,3,6,3,0.5967413441955194,59.0,6.87
455,1.3,1,0,2,0.64,58.0,8.564
456,0.41,2,6,4,0.6171548117154813,58.0,6.926
457,0.33,1,1,2,0.6356413166855847,57.0,6.098
459,0.3,3,4,3,0.6162790697674418,58.0,6.405
460,0.3,3,6,3,0.6276346604215458,59.0,6.815
463,1.02,3,3,2,0.609907120743034,59.0,8.441
469,1.09,4,6,1,0.6168929110105581,59.0,8.596
476,0.9,1,4,3,0.6359901396877568,59.0,8.351
477,1.99,0,2,3,0.6045370938074801,63.0,9.782
478,0.33,3,3,3,0.5933333333333333,61.0,6.611
479,0.41,1,4,5,0.5923632610939112,63.0,7.048
482,1.5,3,4,4,0.6218256691832533,60.0,9.662
485,0.36,3,6,3,0.5907626208378088,58.0,6.748
487,0.9,2,5,1,0.6264274061990212,58.0,8.269
489,0.37,3,4,2,0.6157158234660925,59.0,6.673
493,0.31,3,4,3,0.5970488081725313,60.0,6.687
496,0.34,3,6,3,0.5931642778390297,58.0,6.94
498,0.38,2,3,2,0.6240520043336945,59.0,6.501
502,0.23,3,6,5,0.6037735849056604,59.0,6.522
503,0.79,4,1,4,0.6173254835996635,59.0,7.968
505,1.2,1,6,0,0.6362957430918595,60.0,8.377
507,1.71,2,0,4,0.6187050359712231,59.0,9.252
508,1.01,0,5,2,0.646677471636953,59.0,8.338
510,1.55,2,1,4,0.5898617511520738,58.0,9.279
512,1.01,3,2,2,0.587966488956588,62.0,8.341
513,1.14,3,2,2,0.624813153961136,58.0,8.507
514,0.5,2,6,3,0.6277227722772276,58.0,7.469
515,0.54,2,4,4,0.6101048617731173,58.0,7.503
519,0.96,0,2,0,0.674937965260546,62.0,7.5
520,1.15,3,3,2,0.6200743494423792,58.0,8.471
521,0.9,2,6,4,0.5910543130990416,60.0,8.665
525,1.51,2,4,3,0.6187542778918549,63.0,9.543
526,0.9,3,3,2,0.6015999999999999,59.0,8.263
528,1.08,2,1,2,0.6054216867469878,60.0,8.361
534,1.01,0,6,1,0.6457831325301204,58.0,9.211
536,0.7,2,3,2,0.6331838565022422,61.0,7.689
537,1.01,2,5,3,0.6230529595015576,58.0,8.75
538,1.02,3,1,3,0.6196746707978311,58.0,8.403
539,0.31,4,6,5,0.6118721461187215,59.0,6.691
543,1.51,3,0,5,0.6286107290233839,58.0,9.097
544,0.54,3,6,3,0.6086956521739132,58.0,7.545
545,1.02,2,3,2,0.6084291187739463,60.0,8.469
547,0.83,2,1,3,0.6155115511551155,58.0,7.96
550,1.01,3,5,0,0.598473282442748,58.0,8.13
551,0.31,3,6,3,0.6173410404624279,59.0,6.848
555,1.51,3,3,4,0.6235375086028906,59.0,9.521
557,1.47,2,2,1,0.6259541984732824,58.0,8.914
562,0.71,3,6,1,0.616871704745167,59.0,7.926
564,0.71,0,0,1,0.6605839416058393,58.0,7.217
568,1.02,3,4,1,0.6,60.0,8.363
569,1.23,3,1,4,0.6157205240174674,58.0,8.636
570,1.0,3,4,6,0.609984399375975,60.0,9.2
573,2.05,1,3,1,0.6367041198501873,61.0,9.699
575,1.11,1,6,1,0.5802650957290133,62.0,8.52
577,0.63,1,0,2,0.599464763603925,64.0,7.034
578,1.01,3,3,2,0.6280344557556774,59.0,8.435
582,1.01,3,4,2,0.6062931696085955,58.0,8.623
583,1.23,2,5,2,0.592170818505338,62.0,8.874
584,0.31,2,6,1,0.6183908045977012,60.0,6.136
586,2.26,3,1,1,0.6201550387596899,58.0,9.695
587,1.12,3,1,2,0.613313388182498,58.0,8.313
589,0.3,1,3,5,0.6260257913247361,58.0,6.519
592,0.31,3,3,3,0.6121979286536248,58.0,6.299
593,1.51,1,1,2,0.6245710363761152,57.0,9.017
594,0.72,3,5,2,0.609375,60.0,7.96
596,1.0,0,2,4,0.5742879137798307,68.0,8.382
597,0.4,2,3,1,0.6193001060445387,61.0,6.39
598,1.24,3,6,1,0.613933236574746,59.0,8.849
599,0.52,2,1,2,0.6247544204322201,59.0,6.886
602,0.52,2,5,4,0.6182170542635659,60.0,7.611
604,1.01,4,3,1,0.6205287713841369,59.0,8.345
605,0.8,3,0,4,0.6159052453468697,60.0,7.697
606,0.3,3,3,6,0.6238317757009346,59.0,6.808
607,1.03,3,6,1,0.6168080185042406,58.0,8.469
609,1.03,3,3,1,0.5987748851454825,60.0,8.392
613,0.52,3,6,3,0.62426614481409,58.0,7.519
615,0.28,2,4,5,0.5971896955503513,59.0,6.465
617,0.38,3,6,6,0.6135629709364909,59.0,7.244
619,0.7,3,4,2,0.619298245614035,59.0,7.793
622,1.11,4,5,2,0.6144578313253012,58.0,8.747
627,0.8,3,0,1,0.6023294509151415,59.0,7.612
628,1.03,3,2,3,0.6297739672642245,59.0,8.587
629,0.41,2,5,1,0.6284501061571124,58.0,6.458
630,0.42,3,3,4,0.6078838174273858,59.0,6.825
634,0.53,3,4,3,0.6140519730510106,60.0,7.397
638,0.55,3,4,1,0.6062322946175638,58.0,7.069
640,0.31,3,4,3,0.5941043083900227,58.0,6.619
641,0.93,2,1,4,0.6257073565076798,59.0,8.302
642,0.33,3,2,4,0.6242905788876277,60.0,6.541
646,0.91,2,4,1,0.6235864297253635,58.0,8.205
648,1.52,2,3,3,0.6291980808773132,60.0,9.396
654,0.56,2,2,2,0.6127497621313035,60.0,7.088
660,1.0,3,6,1,0.615748031496063,60.0,8.468
661,2.12,2,4,1,0.6063893911995178,58.0,9.781
666,1.71,3,1,3,0.6278145695364239,59.0,9.389
668,1.11,2,5,1,0.5998504113687358,61.0,8.336
673,1.01,3,4,2,0.6307448494453248,58.0,8.441
679,1.13,1,6,1,0.6010518407212623,64.0,8.391
680,2.21,3,2,1,0.6127098321342926,60.0,9.568
681,2.02,3,1,4,0.6118665018541409,59.0,9.75
683,1.54,3,6,3,0.5936675461741425,59.0,9.375
686,1.1,2,6,1,0.5858736059479555,63.0,8.38
690,1.02,3,1,2,0.6272373540856031,58.0,8.349
691,1.21,2,1,1,0.6317365269461078,57.0,8.52
692,1.03,3,4,2,0.6088957055214724,61.0,8.534
698,0.71,3,6,3,0.5917667238421955,59.0,8.076
701,1.51,1,6,2,0.6355400696864111,61.0,9.325
703,0.56,3,6,3,0.6109022556390977,58.0,7.582
710,0.5,3,6,2,0.6303270564915758,60.0,7.37
711,0.31,3,4,3,0.5931818181818181,60.0,6.687
712,1.5,3,6,0,0.6170798898071627,62.0,8.748
715,2.14,3,5,1,0.6151057401812688,58.0,9.814
717,0.4,2,3,2,0.6004184100418412,63.0,6.802
719,0.51,2,4,4,0.6000000000000001,59.0,7.427
721,0.52,3,6,3,0.611969111969112,58.0,7.508
722,1.53,2,2,4,0.5953177257525084,63.0,9.218
723,0.76,3,5,1,0.5996621621621622,59.0,7.783
725,0.47,2,4,1,0.6331967213114753,59.0,6.964
728,0.72,3,0,1,0.6031195840554593,58.0,7.419
732,0.5,1,5,1,0.5829338446788112,58.0,7.004
733,1.07,2,4,7,0.5937031484257871,59.0,9.307
735,0.7,0,3,3,0.5731497418244406,63.0,7.729
739,0.71,3,4,1,0.6160558464223385,59.0,7.817
742,0.25,1,2,6,0.605911330049261,64.0,5.994
744,0.46,1,4,4,0.5922233300099701,63.0,7.113
746,0.7,1,5,1,0.6070175438596491,61.0,7.785
749,1.05,3,5,2,0.6249033255993813,59.0,8.691
750,0.3,3,1,2,0.6141367323290846,58.0,6.227
753,0.37,3,4,3,0.6265060240963856,58.0,6.864
755,0.35,3,6,2,0.6175824175824176,59.0,6.718
758,1.12,3,6,1,0.6053412462908012,59.0,8.563
759,1.54,2,0,2,0.6123822341857336,59.0,8.916
761,0.71,3,4,3,0.6262093227792436,58.0,7.956
762,0.45,2,3,1,0.5969849246231157,61.0,6.639
763,0.7,2,3,5,0.6017543859649123,61.0,8.024
766,1.5,1,2,1,0.6383275261324042,57.0,8.597
767,1.57,2,1,4,0.6266846361185985,58.0,9.276
769,0.36,3,4,2,0.6163934426229508,60.0,6.646
771,1.0,2,4,1,0.6167192429022083,58.0,8.24
772,0.5,3,2,2,0.5867446393762182,59.0,6.995
773,0.93,2,6,0,0.6342254663422546,60.0,7.87
777,0.31,3,5,3,0.6100917431192662,59.0,6.771
778,1.01,2,4,1,0.6071428571428572,57.0,8.295
779,1.41,2,4,1,0.6137787056367432,59.0,8.884
780,2.74,0,0,0,0.6486796785304247,61.0,9.083
783,2.01,3,2,3,0.6012345679012345,61.0,9.745
784,1.51,0,3,2,0.6500711237553343,59.0,9.069
788,1.01,1,4,2,0.6159813809154383,63.0,8.48
789,0.31,3,4,3,0.624277456647399,58.0,6.687
790,0.7,2,1,5,0.6338406445837064,59.0,7.789
794,0.9,1,6,2,0.6382978723404256,58.0,8.341
796,2.16,2,1,2,0.5848502642395772,60.0,9.785
797,2.02,3,1,1,0.6172993154947106,58.0,9.572
799,2.42,3,0,3,0.6131471785922048,59.0,9.751
802,1.01,0,6,3,0.6521739130434782,57.0,8.713
804,0.35,3,5,3,0.616061606160616,58.0,6.892
805,0.41,3,5,4,0.6185997910135841,59.0,6.984
806,1.02,1,4,2,0.6326530612244899,58.0,8.507
807,1.11,4,1,2,0.6138763197586726,60.0,8.487
808,1.06,2,4,2,0.634184068058778,58.0,8.616
809,0.9,2,5,2,0.6284779050736498,58.0,8.468
815,0.33,3,6,1,0.6272727272727272,58.0,6.447
816,2.08,3,2,1,0.600361663652803,60.0,9.38
820,0.7,2,5,2,0.5914529914529915,63.0,7.689
822,0.97,3,3,2,0.6264090177133655,58.0,8.389
825,1.18,3,0,1,0.6127847171197649,60.0,8.342
826,0.32,3,3,5,0.6115515288788222,59.0,6.842
827,1.01,1,2,3,0.6353503184713376,61.0,8.509
828,0.32,3,5,3,0.6053811659192825,58.0,6.802
838,1.69,3,4,3,0.5865814696485623,59.0,9.716
839,1.53,3,0,6,0.616010854816825,59.0,9.147
840,0.31,2,5,5,0.6137931034482759,60.0,6.704
849,1.01,3,5,5,0.6182669789227166,59.0,9.181
854,1.17,3,6,4,0.6167531504818385,59.0,9.222
858,0.62,3,3,3,0.6090909090909091,59.0,7.518
860,1.0,1,5,3,0.6145426114151682,62.0,8.712
861,1.38,2,4,4,0.6137640449438203,61.0,9.331
862,0.35,3,4,3,0.620309050772627,59.0,6.809
863,0.77,3,0,3,0.6226415094339622,58.0,7.491
866,0.6,2,3,3,0.6294227188081938,59.0,7.48
869,0.71,3,6,6,0.5921501706484642,59.0,8.351
871,0.41,3,3,4,0.607068607068607,58.0,6.868
872,1.2,1,1,2,0.6233183856502242,58.0,8.559
873,0.7,3,3,2,0.5902777777777778,62.0,7.763
874,0.9,2,4,2,0.6038338658146964,60.0,8.281
883,1.01,2,4,3,0.6203125,59.0,8.726
885,0.9,3,3,1,0.6185397867104184,61.0,8.063
887,1.53,4,3,5,0.6140350877192982,59.0,9.634
888,0.23,1,4,5,0.6226175349428209,61.0,6.052
891,1.6,3,4,1,0.6051758460517584,60.0,9.051
893,0.9,2,2,1,0.634186622625929,60.0,8.041
894,0.7,3,2,4,0.6284691136974038,60.0,7.769
897,1.02,2,1,3,0.6213895394223263,59.0,8.52
899,0.7,3,4,2,0.6233538191395961,58.0,7.694
900,0.71,3,1,3,0.621172353455818,59.0,7.738
903,0.8,2,4,1,0.6102263202011735,60.0,7.808
906,0.5,3,3,5,0.609375,61.0,7.568
907,1.0,1,5,1,0.6052009456264775,61.0,8.295
908,1.01,2,5,1,0.6089644513137558,58.0,8.426
910,1.05,3,2,3,0.6106870229007633,58.0,8.58
914,0.72,2,5,1,0.6353149955634428,59.0,7.773
915,0.9,2,6,1,0.6029173419773096,63.0,8.17
918,1.0,2,2,1,0.6303317535545024,61.0,8.298
923,1.0,3,5,1,0.6111547525530243,59.0,8.23
926,2.03,2,6,1,0.6306641837368094,59.0,9.454
927,0.36,3,3,1,0.5926724137931034,59.0,6.41
929,1.0,1,5,2,0.5980015372790162,65.0,8.346
932,1.04,3,6,2,0.6149116064565718,58.0,8.65
934,1.12,2,3,2,0.6110283159463487,59.0,8.587
939,0.51,2,0,3,0.6190009794319294,61.0,6.892
944,1.67,3,2,1,0.6255798542080848,60.0,9.002
947,0.31,1,3,3,0.5758928571428571,62.0,6.229
950,1.08,2,2,3,0.5809806835066864,62.0,8.617
953,0.65,2,4,2,0.6003584229390682,63.0,7.503
954,1.01,3,5,2,0.6175548589341692,60.0,8.571
956,0.7,3,3,2,0.6160635481023831,61.0,7.734
957,0.5,1,5,3,0.5776930409914204,60.0,7.219
958,0.57,3,6,2,0.5887764489420423,59.0,7.575
959,0.72,3,0,2,0.60393498716852,61.0,7.365
960,1.23,3,3,1,0.5885714285714286,62.0,8.391
961,0.43,3,6,3,0.5967413441955194,59.0,6.804
963,0.5,3,3,5,0.6220472440944882,61.0,7.499
970,0.9,1,4,2,0.6098149637972647,62.0,8.225
971,2.5,2,0,2,0.6279744631456762,57.0,9.743
973,0.7,1,6,1,0.631484794275492,60.0,7.706
975,0.9,1,3,0,0.6363636363636364,61.0,7.76
977,1.61,2,5,1,0.6193029490616622,57.0,9.023
978,0.41,3,6,1,0.6123301985370951,59.0,6.526
979,0.9,1,3,4,0.6394112837285364,60.0,8.407
986,0.9,4,5,2,0.5914826498422713,59.0,8.398
987,1.01,3,4,1,0.6021671826625388,61.0,8.178
988,0.41,3,3,3,0.6142557651991615,59.0,6.967
989,1.07,4,2,3,0.6350931677018634,59.0,8.648
991,2.01,3,3,1,0.6233603997501562,60.0,9.626
993,2.02,3,2,1,0.6145320197044335,58.0,9.751
995,1.5,2,4,1,0.6312154696132597,63.0,9.071
997,0.32,3,5,3,0.6166097838452788,58.0,6.802
998,0.5,0,5,3,0.6537678207739307,57.0,7.242
1001,1.03,3,2,4,0.5908063300678221,58.0,8.492
1006,0.42,3,2,4,0.6173096976016684,59.0,6.991
1007,1.7,2,0,3,0.6287978863936591,58.0,9.168
1011,0.52,4,5,2,0.6239067055393587,58.0,7.412
1015,0.91,3,6,3,0.620242914979757,58.0,8.55
1016,1.13,3,2,2,0.6144668158090977,59.0,8.583
1018,0.34,1,6,6,0.5735607675906184,62.0,6.864
1022,1.02,3,2,1,0.598159509202454,59.0,8.363
1023,2.35,2,1,1,0.5854774156660949,57.0,9.624
1024,2.01,3,1,1,0.592279855247286,60.0,9.516
1025,0.92,3,6,2,0.6252019386106624,59.0,8.523
1026,0.59,0,1,4,0.6438095238095238,59.0,7.114
1028,1.19,2,6,1,0.6107871720116619,58.0,8.725
1030,1.51,0,1,0,0.6567375886524822,61.0,8.532
1036,0.37,3,6,5,0.6071044133476857,59.0,6.878
1040,1.06,1,5,1,0.58796992481203,61.0,8.356
1041,1.72,3,0,2,0.6172680412371134,58.0,9.027
1045,0.2,3,5,3,0.61133069828722,59.0,5.905
1049,2.01,3,1,1,0.626641651031895,58.0,9.265
1052,1.67,2,2,2,0.594455190199871,61.0,9.319
1053,1.21,3,0,5,0.6174103877103145,60.0,8.6
1058,0.4,4,5,5,0.6137566137566138,59.0,7.009
1062,0.7,3,5,1,0.6057441253263708,59.0,7.744
1065,1.51,3,0,3,0.6234652114597544,59.0,8.755
1069,0.36,3,6,2,0.6152149944873209,59.0,6.746
1070,0.32,3,2,4,0.6167800453514739,58.0,6.579
1071,1.22,1,2,1,0.6159420289855072,64.0,8.473
1072,1.0,1,6,1,0.5775075987841944,58.0,8.365
1073,1.0,3,3,1,0.5936777178103316,62.0,8.336
1076,1.21,3,3,3,0.6153846153846155,58.0,8.961
1077,0.59,2,5,3,0.605672461116194,60.0,7.647
1079,1.57,1,3,3,0.5779816513761468,60.0,9.437
1080,0.9,1,3,2,0.6423236514522821,58.0,8.086
1084,0.3,2,6,3,0.6030267753201397,60.0,6.565
1086,0.35,3,5,3,0.616061606160616,58.0,6.642
1087,1.5,3,2,2,0.6269678302532512,58.0,9.187
1089,1.64,3,1,1,0.6131578947368421,58.0,9.058
1091,1.02,2,4,1,0.6086286594761171,58.0,8.363
1095,0.91,1,3,1,0.6362153344208809,59.0,8.096
1097,2.0,1,5,1,0.5769696969696969,61.0,9.785
1098,0.62,3,4,1,0.6166514181152791,60.0,7.192
1099,0.32,3,1,4,0.6096737907761529,60.0,6.225
1110,0.31,3,5,6,0.6203703703703703,59.0,6.92
1115,0.7,1,5,2,0.6498649864986499,57.0,7.62
1119,0.5,1,4,3,0.5972495088408645,63.0,7.211
1122,0.91,2,5,1,0.5995203836930455,60.0,8.143
